BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner
r-10280321,r-10280321,r-10280321,0321,0321,1,BusinessPartnerFullName-10280321,0321,BusinessPartnerName-10280321,10280321-486f-4de0-9952-fb8968fa1fa7,21,ser-10280321,2019-04-29,22:59:53,FirstName-10280321,0321,y-10280321,0280321,80321,false,false,1,false,1,21,2004-03-15,22:59:53,ser-10280321,LastName-10280321,21,OrganizationBPName1-10280321,OrganizationBPName2-10280321,OrganizationBPName3-10280321,OrganizationBPName4-10280321,2019-01-26,2007-06-17,SearchTerm1-10280321,SearchTerm2-10280321,AdditionalLastName-10280321,2020-08-18,1,BusinessPartnerBirthplaceName-10280321,2018-08-31,false,0321,ETag-10280321,GroupBusinessPartnerName1-10280321,GroupBusinessPartnerName2-10280321,D-10280321,1,MiddleName-10280321,321,21,PersonFullName-10280321,r-10280321,false,ByExtSystem-10280321,1,0321,1,321,BusinessPartnerBirthName-10280321,0321,NaturalPersonEmployerName-10280321,0321,0321,s-10280321,false,280321
r-10280322,r-10280322,r-10280322,0322,0322,2,BusinessPartnerFullName-10280322,0322,BusinessPartnerName-10280322,10280322-5ada-46f9-b3fc-9a56db503518,22,ser-10280322,2022-02-15,22:59:53,FirstName-10280322,0322,y-10280322,0280322,80322,true,true,2,true,2,22,2002-10-25,22:59:53,ser-10280322,LastName-10280322,22,OrganizationBPName1-10280322,OrganizationBPName2-10280322,OrganizationBPName3-10280322,OrganizationBPName4-10280322,2000-04-17,2016-05-11,SearchTerm1-10280322,SearchTerm2-10280322,AdditionalLastName-10280322,2014-06-23,2,BusinessPartnerBirthplaceName-10280322,2011-08-08,true,0322,ETag-10280322,GroupBusinessPartnerName1-10280322,GroupBusinessPartnerName2-10280322,D-10280322,2,MiddleName-10280322,322,22,PersonFullName-10280322,r-10280322,true,ByExtSystem-10280322,2,0322,2,322,BusinessPartnerBirthName-10280322,0322,NaturalPersonEmployerName-10280322,0322,0322,s-10280322,true,280322
r-10280323,r-10280323,r-10280323,0323,0323,3,BusinessPartnerFullName-10280323,0323,BusinessPartnerName-10280323,10280323-2233-45ad-8ca8-074d3fcd976e,23,ser-10280323,2019-02-05,22:59:53,FirstName-10280323,0323,y-10280323,0280323,80323,false,false,3,false,3,23,2015-07-26,22:59:53,ser-10280323,LastName-10280323,23,OrganizationBPName1-10280323,OrganizationBPName2-10280323,OrganizationBPName3-10280323,OrganizationBPName4-10280323,2003-02-23,2021-06-15,SearchTerm1-10280323,SearchTerm2-10280323,AdditionalLastName-10280323,2004-06-18,3,BusinessPartnerBirthplaceName-10280323,2020-03-16,false,0323,ETag-10280323,GroupBusinessPartnerName1-10280323,GroupBusinessPartnerName2-10280323,D-10280323,3,MiddleName-10280323,323,23,PersonFullName-10280323,r-10280323,false,ByExtSystem-10280323,3,0323,3,323,BusinessPartnerBirthName-10280323,0323,NaturalPersonEmployerName-10280323,0323,0323,s-10280323,false,280323
r-10280324,r-10280324,r-10280324,0324,0324,4,BusinessPartnerFullName-10280324,0324,BusinessPartnerName-10280324,10280324-4dcd-402f-ace5-882862cd9be0,24,ser-10280324,2004-12-29,22:59:53,FirstName-10280324,0324,y-10280324,0280324,80324,true,true,4,true,4,24,2000-01-01,22:59:53,ser-10280324,LastName-10280324,24,OrganizationBPName1-10280324,OrganizationBPName2-10280324,OrganizationBPName3-10280324,OrganizationBPName4-10280324,2019-03-24,2010-01-22,SearchTerm1-10280324,SearchTerm2-10280324,AdditionalLastName-10280324,2017-07-02,4,BusinessPartnerBirthplaceName-10280324,2013-01-12,true,0324,ETag-10280324,GroupBusinessPartnerName1-10280324,GroupBusinessPartnerName2-10280324,D-10280324,4,MiddleName-10280324,324,24,PersonFullName-10280324,r-10280324,true,ByExtSystem-10280324,4,0324,4,324,BusinessPartnerBirthName-10280324,0324,NaturalPersonEmployerName-10280324,0324,0324,s-10280324,true,280324
r-10280325,r-10280325,r-10280325,0325,0325,5,BusinessPartnerFullName-10280325,0325,BusinessPartnerName-10280325,10280325-4770-4c2d-828f-57ca9c0a00b0,25,ser-10280325,2008-12-26,22:59:53,FirstName-10280325,0325,y-10280325,0280325,80325,false,false,5,false,5,25,2003-03-14,22:59:53,ser-10280325,LastName-10280325,25,OrganizationBPName1-10280325,OrganizationBPName2-10280325,OrganizationBPName3-10280325,OrganizationBPName4-10280325,2010-06-17,2009-08-31,SearchTerm1-10280325,SearchTerm2-10280325,AdditionalLastName-10280325,2019-10-17,5,BusinessPartnerBirthplaceName-10280325,2021-01-12,false,0325,ETag-10280325,GroupBusinessPartnerName1-10280325,GroupBusinessPartnerName2-10280325,D-10280325,5,MiddleName-10280325,325,25,PersonFullName-10280325,r-10280325,false,ByExtSystem-10280325,5,0325,5,325,BusinessPartnerBirthName-10280325,0325,NaturalPersonEmployerName-10280325,0325,0325,s-10280325,false,280325
r-10280326,r-10280326,r-10280326,0326,0326,6,BusinessPartnerFullName-10280326,0326,BusinessPartnerName-10280326,10280326-b674-4c0e-92d7-580c016a18f2,26,ser-10280326,2019-01-24,22:59:53,FirstName-10280326,0326,y-10280326,0280326,80326,true,true,6,true,6,26,2007-09-01,22:59:53,ser-10280326,LastName-10280326,26,OrganizationBPName1-10280326,OrganizationBPName2-10280326,OrganizationBPName3-10280326,OrganizationBPName4-10280326,2012-10-20,2001-07-28,SearchTerm1-10280326,SearchTerm2-10280326,AdditionalLastName-10280326,2015-10-19,6,BusinessPartnerBirthplaceName-10280326,2022-01-02,true,0326,ETag-10280326,GroupBusinessPartnerName1-10280326,GroupBusinessPartnerName2-10280326,D-10280326,6,MiddleName-10280326,326,26,PersonFullName-10280326,r-10280326,true,ByExtSystem-10280326,6,0326,6,326,BusinessPartnerBirthName-10280326,0326,NaturalPersonEmployerName-10280326,0326,0326,s-10280326,true,280326
r-10280327,r-10280327,r-10280327,0327,0327,7,BusinessPartnerFullName-10280327,0327,BusinessPartnerName-10280327,10280327-fbeb-489c-8398-ef4d7a24975c,27,ser-10280327,2019-02-17,22:59:53,FirstName-10280327,0327,y-10280327,0280327,80327,false,false,7,false,7,27,2021-01-01,22:59:53,ser-10280327,LastName-10280327,27,OrganizationBPName1-10280327,OrganizationBPName2-10280327,OrganizationBPName3-10280327,OrganizationBPName4-10280327,2013-05-01,2019-10-30,SearchTerm1-10280327,SearchTerm2-10280327,AdditionalLastName-10280327,2014-05-24,7,BusinessPartnerBirthplaceName-10280327,2001-06-26,false,0327,ETag-10280327,GroupBusinessPartnerName1-10280327,GroupBusinessPartnerName2-10280327,D-10280327,7,MiddleName-10280327,327,27,PersonFullName-10280327,r-10280327,false,ByExtSystem-10280327,7,0327,7,327,BusinessPartnerBirthName-10280327,0327,NaturalPersonEmployerName-10280327,0327,0327,s-10280327,false,280327
r-10280328,r-10280328,r-10280328,0328,0328,8,BusinessPartnerFullName-10280328,0328,BusinessPartnerName-10280328,10280328-e8e9-4077-9114-0e2119b74539,28,ser-10280328,2021-08-15,22:59:53,FirstName-10280328,0328,y-10280328,0280328,80328,true,true,8,true,8,28,2010-04-07,22:59:53,ser-10280328,LastName-10280328,28,OrganizationBPName1-10280328,OrganizationBPName2-10280328,OrganizationBPName3-10280328,OrganizationBPName4-10280328,2021-04-04,2009-01-17,SearchTerm1-10280328,SearchTerm2-10280328,AdditionalLastName-10280328,2005-11-04,8,BusinessPartnerBirthplaceName-10280328,2007-08-14,true,0328,ETag-10280328,GroupBusinessPartnerName1-10280328,GroupBusinessPartnerName2-10280328,D-10280328,8,MiddleName-10280328,328,28,PersonFullName-10280328,r-10280328,true,ByExtSystem-10280328,8,0328,8,328,BusinessPartnerBirthName-10280328,0328,NaturalPersonEmployerName-10280328,0328,0328,s-10280328,true,280328
r-10280329,r-10280329,r-10280329,0329,0329,9,BusinessPartnerFullName-10280329,0329,BusinessPartnerName-10280329,10280329-5a23-4e4f-a0df-9aff79226142,29,ser-10280329,2016-01-13,22:59:53,FirstName-10280329,0329,y-10280329,0280329,80329,false,false,9,false,9,29,2003-04-06,22:59:53,ser-10280329,LastName-10280329,29,OrganizationBPName1-10280329,OrganizationBPName2-10280329,OrganizationBPName3-10280329,OrganizationBPName4-10280329,2003-09-06,2000-02-24,SearchTerm1-10280329,SearchTerm2-10280329,AdditionalLastName-10280329,2005-07-19,9,BusinessPartnerBirthplaceName-10280329,2021-02-08,false,0329,ETag-10280329,GroupBusinessPartnerName1-10280329,GroupBusinessPartnerName2-10280329,D-10280329,9,MiddleName-10280329,329,29,PersonFullName-10280329,r-10280329,false,ByExtSystem-10280329,9,0329,9,329,BusinessPartnerBirthName-10280329,0329,NaturalPersonEmployerName-10280329,0329,0329,s-10280329,false,280329
r-10280330,r-10280330,r-10280330,0330,0330,0,BusinessPartnerFullName-10280330,0330,BusinessPartnerName-10280330,10280330-6705-4843-a97b-8457280015f5,30,ser-10280330,2004-06-10,22:59:53,FirstName-10280330,0330,y-10280330,0280330,80330,true,true,0,true,0,30,2008-09-26,22:59:53,ser-10280330,LastName-10280330,30,OrganizationBPName1-10280330,OrganizationBPName2-10280330,OrganizationBPName3-10280330,OrganizationBPName4-10280330,2009-04-05,2019-06-07,SearchTerm1-10280330,SearchTerm2-10280330,AdditionalLastName-10280330,2013-07-14,0,BusinessPartnerBirthplaceName-10280330,2018-07-12,true,0330,ETag-10280330,GroupBusinessPartnerName1-10280330,GroupBusinessPartnerName2-10280330,D-10280330,0,MiddleName-10280330,330,30,PersonFullName-10280330,r-10280330,true,ByExtSystem-10280330,0,0330,0,330,BusinessPartnerBirthName-10280330,0330,NaturalPersonEmployerName-10280330,0330,0330,s-10280330,true,280330
r-10280331,r-10280331,r-10280331,0331,0331,1,BusinessPartnerFullName-10280331,0331,BusinessPartnerName-10280331,10280331-5e4a-4b87-a7ee-9ad488eecb3e,31,ser-10280331,2004-12-29,22:59:53,FirstName-10280331,0331,y-10280331,0280331,80331,false,false,1,false,1,31,2007-11-05,22:59:53,ser-10280331,LastName-10280331,31,OrganizationBPName1-10280331,OrganizationBPName2-10280331,OrganizationBPName3-10280331,OrganizationBPName4-10280331,2006-12-25,2001-04-24,SearchTerm1-10280331,SearchTerm2-10280331,AdditionalLastName-10280331,2011-10-17,1,BusinessPartnerBirthplaceName-10280331,2010-02-14,false,0331,ETag-10280331,GroupBusinessPartnerName1-10280331,GroupBusinessPartnerName2-10280331,D-10280331,1,MiddleName-10280331,331,31,PersonFullName-10280331,r-10280331,false,ByExtSystem-10280331,1,0331,1,331,BusinessPartnerBirthName-10280331,0331,NaturalPersonEmployerName-10280331,0331,0331,s-10280331,false,280331
r-10280332,r-10280332,r-10280332,0332,0332,2,BusinessPartnerFullName-10280332,0332,BusinessPartnerName-10280332,10280332-77f1-4797-8018-a88a32d6ecfd,32,ser-10280332,2018-01-05,22:59:53,FirstName-10280332,0332,y-10280332,0280332,80332,true,true,2,true,2,32,2004-03-28,22:59:53,ser-10280332,LastName-10280332,32,OrganizationBPName1-10280332,OrganizationBPName2-10280332,OrganizationBPName3-10280332,OrganizationBPName4-10280332,2019-01-24,2006-03-15,SearchTerm1-10280332,SearchTerm2-10280332,AdditionalLastName-10280332,2003-10-26,2,BusinessPartnerBirthplaceName-10280332,2009-08-21,true,0332,ETag-10280332,GroupBusinessPartnerName1-10280332,GroupBusinessPartnerName2-10280332,D-10280332,2,MiddleName-10280332,332,32,PersonFullName-10280332,r-10280332,true,ByExtSystem-10280332,2,0332,2,332,BusinessPartnerBirthName-10280332,0332,NaturalPersonEmployerName-10280332,0332,0332,s-10280332,true,280332
r-10280333,r-10280333,r-10280333,0333,0333,3,BusinessPartnerFullName-10280333,0333,BusinessPartnerName-10280333,10280333-e287-48c7-a794-ad5813290a0d,33,ser-10280333,2013-02-12,22:59:53,FirstName-10280333,0333,y-10280333,0280333,80333,false,false,3,false,3,33,2016-07-22,22:59:53,ser-10280333,LastName-10280333,33,OrganizationBPName1-10280333,OrganizationBPName2-10280333,OrganizationBPName3-10280333,OrganizationBPName4-10280333,2006-08-21,2013-03-28,SearchTerm1-10280333,SearchTerm2-10280333,AdditionalLastName-10280333,2013-04-20,3,BusinessPartnerBirthplaceName-10280333,2008-12-11,false,0333,ETag-10280333,GroupBusinessPartnerName1-10280333,GroupBusinessPartnerName2-10280333,D-10280333,3,MiddleName-10280333,333,33,PersonFullName-10280333,r-10280333,false,ByExtSystem-10280333,3,0333,3,333,BusinessPartnerBirthName-10280333,0333,NaturalPersonEmployerName-10280333,0333,0333,s-10280333,false,280333
r-10280334,r-10280334,r-10280334,0334,0334,4,BusinessPartnerFullName-10280334,0334,BusinessPartnerName-10280334,10280334-b23f-43a8-9885-569ab039b7eb,34,ser-10280334,2012-04-27,22:59:53,FirstName-10280334,0334,y-10280334,0280334,80334,true,true,4,true,4,34,2017-01-09,22:59:53,ser-10280334,LastName-10280334,34,OrganizationBPName1-10280334,OrganizationBPName2-10280334,OrganizationBPName3-10280334,OrganizationBPName4-10280334,2020-11-15,2004-10-20,SearchTerm1-10280334,SearchTerm2-10280334,AdditionalLastName-10280334,2005-10-04,4,BusinessPartnerBirthplaceName-10280334,2011-08-04,true,0334,ETag-10280334,GroupBusinessPartnerName1-10280334,GroupBusinessPartnerName2-10280334,D-10280334,4,MiddleName-10280334,334,34,PersonFullName-10280334,r-10280334,true,ByExtSystem-10280334,4,0334,4,334,BusinessPartnerBirthName-10280334,0334,NaturalPersonEmployerName-10280334,0334,0334,s-10280334,true,280334
r-10280335,r-10280335,r-10280335,0335,0335,5,BusinessPartnerFullName-10280335,0335,BusinessPartnerName-10280335,10280335-a3ed-48d0-9973-aadafb19cbec,35,ser-10280335,2022-08-28,22:59:53,FirstName-10280335,0335,y-10280335,0280335,80335,false,false,5,false,5,35,2009-11-16,22:59:53,ser-10280335,LastName-10280335,35,OrganizationBPName1-10280335,OrganizationBPName2-10280335,OrganizationBPName3-10280335,OrganizationBPName4-10280335,2010-02-18,2002-07-12,SearchTerm1-10280335,SearchTerm2-10280335,AdditionalLastName-10280335,2003-09-16,5,BusinessPartnerBirthplaceName-10280335,2000-12-30,false,0335,ETag-10280335,GroupBusinessPartnerName1-10280335,GroupBusinessPartnerName2-10280335,D-10280335,5,MiddleName-10280335,335,35,PersonFullName-10280335,r-10280335,false,ByExtSystem-10280335,5,0335,5,335,BusinessPartnerBirthName-10280335,0335,NaturalPersonEmployerName-10280335,0335,0335,s-10280335,false,280335
r-10280336,r-10280336,r-10280336,0336,0336,6,BusinessPartnerFullName-10280336,0336,BusinessPartnerName-10280336,10280336-4a93-4b05-b825-75bf4c8a108e,36,ser-10280336,2020-12-24,22:59:53,FirstName-10280336,0336,y-10280336,0280336,80336,true,true,6,true,6,36,2000-09-07,22:59:53,ser-10280336,LastName-10280336,36,OrganizationBPName1-10280336,OrganizationBPName2-10280336,OrganizationBPName3-10280336,OrganizationBPName4-10280336,2019-07-15,2010-01-10,SearchTerm1-10280336,SearchTerm2-10280336,AdditionalLastName-10280336,2013-05-30,6,BusinessPartnerBirthplaceName-10280336,2022-12-06,true,0336,ETag-10280336,GroupBusinessPartnerName1-10280336,GroupBusinessPartnerName2-10280336,D-10280336,6,MiddleName-10280336,336,36,PersonFullName-10280336,r-10280336,true,ByExtSystem-10280336,6,0336,6,336,BusinessPartnerBirthName-10280336,0336,NaturalPersonEmployerName-10280336,0336,0336,s-10280336,true,280336
r-10280337,r-10280337,r-10280337,0337,0337,7,BusinessPartnerFullName-10280337,0337,BusinessPartnerName-10280337,10280337-15a8-41ee-aa0a-73bfc3dab9a2,37,ser-10280337,2000-10-22,22:59:53,FirstName-10280337,0337,y-10280337,0280337,80337,false,false,7,false,7,37,2002-11-25,22:59:53,ser-10280337,LastName-10280337,37,OrganizationBPName1-10280337,OrganizationBPName2-10280337,OrganizationBPName3-10280337,OrganizationBPName4-10280337,2023-03-06,2003-03-20,SearchTerm1-10280337,SearchTerm2-10280337,AdditionalLastName-10280337,2014-10-13,7,BusinessPartnerBirthplaceName-10280337,2012-08-14,false,0337,ETag-10280337,GroupBusinessPartnerName1-10280337,GroupBusinessPartnerName2-10280337,D-10280337,7,MiddleName-10280337,337,37,PersonFullName-10280337,r-10280337,false,ByExtSystem-10280337,7,0337,7,337,BusinessPartnerBirthName-10280337,0337,NaturalPersonEmployerName-10280337,0337,0337,s-10280337,false,280337
r-10280338,r-10280338,r-10280338,0338,0338,8,BusinessPartnerFullName-10280338,0338,BusinessPartnerName-10280338,10280338-1126-4db4-b1c3-0c4a7896136c,38,ser-10280338,2005-02-03,22:59:53,FirstName-10280338,0338,y-10280338,0280338,80338,true,true,8,true,8,38,2012-12-17,22:59:53,ser-10280338,LastName-10280338,38,OrganizationBPName1-10280338,OrganizationBPName2-10280338,OrganizationBPName3-10280338,OrganizationBPName4-10280338,2002-10-16,2016-01-01,SearchTerm1-10280338,SearchTerm2-10280338,AdditionalLastName-10280338,2022-01-24,8,BusinessPartnerBirthplaceName-10280338,2005-09-20,true,0338,ETag-10280338,GroupBusinessPartnerName1-10280338,GroupBusinessPartnerName2-10280338,D-10280338,8,MiddleName-10280338,338,38,PersonFullName-10280338,r-10280338,true,ByExtSystem-10280338,8,0338,8,338,BusinessPartnerBirthName-10280338,0338,NaturalPersonEmployerName-10280338,0338,0338,s-10280338,true,280338
r-10280339,r-10280339,r-10280339,0339,0339,9,BusinessPartnerFullName-10280339,0339,BusinessPartnerName-10280339,10280339-f646-4644-8ff4-6716d3306726,39,ser-10280339,2000-12-03,22:59:53,FirstName-10280339,0339,y-10280339,0280339,80339,false,false,9,false,9,39,2006-10-17,22:59:53,ser-10280339,LastName-10280339,39,OrganizationBPName1-10280339,OrganizationBPName2-10280339,OrganizationBPName3-10280339,OrganizationBPName4-10280339,2014-02-14,2017-07-23,SearchTerm1-10280339,SearchTerm2-10280339,AdditionalLastName-10280339,2021-02-05,9,BusinessPartnerBirthplaceName-10280339,2012-02-04,false,0339,ETag-10280339,GroupBusinessPartnerName1-10280339,GroupBusinessPartnerName2-10280339,D-10280339,9,MiddleName-10280339,339,39,PersonFullName-10280339,r-10280339,false,ByExtSystem-10280339,9,0339,9,339,BusinessPartnerBirthName-10280339,0339,NaturalPersonEmployerName-10280339,0339,0339,s-10280339,false,280339
r-10280340,r-10280340,r-10280340,0340,0340,0,BusinessPartnerFullName-10280340,0340,BusinessPartnerName-10280340,10280340-c6c8-4280-82df-923a16c3e92f,40,ser-10280340,2016-05-09,22:59:53,FirstName-10280340,0340,y-10280340,0280340,80340,true,true,0,true,0,40,2014-08-07,22:59:53,ser-10280340,LastName-10280340,40,OrganizationBPName1-10280340,OrganizationBPName2-10280340,OrganizationBPName3-10280340,OrganizationBPName4-10280340,2002-01-23,2014-01-16,SearchTerm1-10280340,SearchTerm2-10280340,AdditionalLastName-10280340,2011-01-04,0,BusinessPartnerBirthplaceName-10280340,2002-07-07,true,0340,ETag-10280340,GroupBusinessPartnerName1-10280340,GroupBusinessPartnerName2-10280340,D-10280340,0,MiddleName-10280340,340,40,PersonFullName-10280340,r-10280340,true,ByExtSystem-10280340,0,0340,0,340,BusinessPartnerBirthName-10280340,0340,NaturalPersonEmployerName-10280340,0340,0340,s-10280340,true,280340
r-10280341,r-10280341,r-10280341,0341,0341,1,BusinessPartnerFullName-10280341,0341,BusinessPartnerName-10280341,10280341-7a96-4227-99d9-7a254b5a1d9d,41,ser-10280341,2015-03-07,22:59:53,FirstName-10280341,0341,y-10280341,0280341,80341,false,false,1,false,1,41,2003-04-18,22:59:53,ser-10280341,LastName-10280341,41,OrganizationBPName1-10280341,OrganizationBPName2-10280341,OrganizationBPName3-10280341,OrganizationBPName4-10280341,2001-08-16,2010-11-21,SearchTerm1-10280341,SearchTerm2-10280341,AdditionalLastName-10280341,2013-07-22,1,BusinessPartnerBirthplaceName-10280341,2007-08-15,false,0341,ETag-10280341,GroupBusinessPartnerName1-10280341,GroupBusinessPartnerName2-10280341,D-10280341,1,MiddleName-10280341,341,41,PersonFullName-10280341,r-10280341,false,ByExtSystem-10280341,1,0341,1,341,BusinessPartnerBirthName-10280341,0341,NaturalPersonEmployerName-10280341,0341,0341,s-10280341,false,280341
r-10280342,r-10280342,r-10280342,0342,0342,2,BusinessPartnerFullName-10280342,0342,BusinessPartnerName-10280342,10280342-0e8c-4b3e-b653-194e87eadb20,42,ser-10280342,2005-03-03,22:59:53,FirstName-10280342,0342,y-10280342,0280342,80342,true,true,2,true,2,42,2009-03-27,22:59:53,ser-10280342,LastName-10280342,42,OrganizationBPName1-10280342,OrganizationBPName2-10280342,OrganizationBPName3-10280342,OrganizationBPName4-10280342,2006-01-05,2007-12-27,SearchTerm1-10280342,SearchTerm2-10280342,AdditionalLastName-10280342,2018-10-21,2,BusinessPartnerBirthplaceName-10280342,2007-10-17,true,0342,ETag-10280342,GroupBusinessPartnerName1-10280342,GroupBusinessPartnerName2-10280342,D-10280342,2,MiddleName-10280342,342,42,PersonFullName-10280342,r-10280342,true,ByExtSystem-10280342,2,0342,2,342,BusinessPartnerBirthName-10280342,0342,NaturalPersonEmployerName-10280342,0342,0342,s-10280342,true,280342
r-10280343,r-10280343,r-10280343,0343,0343,3,BusinessPartnerFullName-10280343,0343,BusinessPartnerName-10280343,10280343-24a3-474a-beef-72d959ff7b31,43,ser-10280343,2021-12-11,22:59:53,FirstName-10280343,0343,y-10280343,0280343,80343,false,false,3,false,3,43,2021-12-27,22:59:53,ser-10280343,LastName-10280343,43,OrganizationBPName1-10280343,OrganizationBPName2-10280343,OrganizationBPName3-10280343,OrganizationBPName4-10280343,2012-09-21,2002-04-28,SearchTerm1-10280343,SearchTerm2-10280343,AdditionalLastName-10280343,2020-12-11,3,BusinessPartnerBirthplaceName-10280343,2000-10-09,false,0343,ETag-10280343,GroupBusinessPartnerName1-10280343,GroupBusinessPartnerName2-10280343,D-10280343,3,MiddleName-10280343,343,43,PersonFullName-10280343,r-10280343,false,ByExtSystem-10280343,3,0343,3,343,BusinessPartnerBirthName-10280343,0343,NaturalPersonEmployerName-10280343,0343,0343,s-10280343,false,280343
r-10280344,r-10280344,r-10280344,0344,0344,4,BusinessPartnerFullName-10280344,0344,BusinessPartnerName-10280344,10280344-e697-4e59-8e7e-8c3c4ca5fed5,44,ser-10280344,2021-10-08,22:59:53,FirstName-10280344,0344,y-10280344,0280344,80344,true,true,4,true,4,44,2003-06-16,22:59:53,ser-10280344,LastName-10280344,44,OrganizationBPName1-10280344,OrganizationBPName2-10280344,OrganizationBPName3-10280344,OrganizationBPName4-10280344,2005-02-23,2013-03-11,SearchTerm1-10280344,SearchTerm2-10280344,AdditionalLastName-10280344,2000-07-09,4,BusinessPartnerBirthplaceName-10280344,2000-05-20,true,0344,ETag-10280344,GroupBusinessPartnerName1-10280344,GroupBusinessPartnerName2-10280344,D-10280344,4,MiddleName-10280344,344,44,PersonFullName-10280344,r-10280344,true,ByExtSystem-10280344,4,0344,4,344,BusinessPartnerBirthName-10280344,0344,NaturalPersonEmployerName-10280344,0344,0344,s-10280344,true,280344
r-10280345,r-10280345,r-10280345,0345,0345,5,BusinessPartnerFullName-10280345,0345,BusinessPartnerName-10280345,10280345-6c2f-4381-b016-37c197706be2,45,ser-10280345,2011-04-06,22:59:53,FirstName-10280345,0345,y-10280345,0280345,80345,false,false,5,false,5,45,2022-10-31,22:59:53,ser-10280345,LastName-10280345,45,OrganizationBPName1-10280345,OrganizationBPName2-10280345,OrganizationBPName3-10280345,OrganizationBPName4-10280345,2004-07-01,2003-07-11,SearchTerm1-10280345,SearchTerm2-10280345,AdditionalLastName-10280345,2012-05-16,5,BusinessPartnerBirthplaceName-10280345,2004-05-03,false,0345,ETag-10280345,GroupBusinessPartnerName1-10280345,GroupBusinessPartnerName2-10280345,D-10280345,5,MiddleName-10280345,345,45,PersonFullName-10280345,r-10280345,false,ByExtSystem-10280345,5,0345,5,345,BusinessPartnerBirthName-10280345,0345,NaturalPersonEmployerName-10280345,0345,0345,s-10280345,false,280345
r-10280346,r-10280346,r-10280346,0346,0346,6,BusinessPartnerFullName-10280346,0346,BusinessPartnerName-10280346,10280346-abc8-4dd7-8c91-42d32a26da91,46,ser-10280346,2009-08-15,22:59:53,FirstName-10280346,0346,y-10280346,0280346,80346,true,true,6,true,6,46,2023-08-16,22:59:53,ser-10280346,LastName-10280346,46,OrganizationBPName1-10280346,OrganizationBPName2-10280346,OrganizationBPName3-10280346,OrganizationBPName4-10280346,2005-10-17,2007-12-30,SearchTerm1-10280346,SearchTerm2-10280346,AdditionalLastName-10280346,2012-11-28,6,BusinessPartnerBirthplaceName-10280346,2002-03-07,true,0346,ETag-10280346,GroupBusinessPartnerName1-10280346,GroupBusinessPartnerName2-10280346,D-10280346,6,MiddleName-10280346,346,46,PersonFullName-10280346,r-10280346,true,ByExtSystem-10280346,6,0346,6,346,BusinessPartnerBirthName-10280346,0346,NaturalPersonEmployerName-10280346,0346,0346,s-10280346,true,280346
r-10280347,r-10280347,r-10280347,0347,0347,7,BusinessPartnerFullName-10280347,0347,BusinessPartnerName-10280347,10280347-1ce8-4de8-bdc3-a216b10e1ac9,47,ser-10280347,2013-07-26,22:59:53,FirstName-10280347,0347,y-10280347,0280347,80347,false,false,7,false,7,47,2007-04-09,22:59:53,ser-10280347,LastName-10280347,47,OrganizationBPName1-10280347,OrganizationBPName2-10280347,OrganizationBPName3-10280347,OrganizationBPName4-10280347,2001-01-21,2007-04-08,SearchTerm1-10280347,SearchTerm2-10280347,AdditionalLastName-10280347,2023-05-21,7,BusinessPartnerBirthplaceName-10280347,2017-05-09,false,0347,ETag-10280347,GroupBusinessPartnerName1-10280347,GroupBusinessPartnerName2-10280347,D-10280347,7,MiddleName-10280347,347,47,PersonFullName-10280347,r-10280347,false,ByExtSystem-10280347,7,0347,7,347,BusinessPartnerBirthName-10280347,0347,NaturalPersonEmployerName-10280347,0347,0347,s-10280347,false,280347
